$Ascii:UWI 02_97-DD-1X,Lam Son JOC,,,
.	.	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Zoneset_Zone_BB	
UWI	Depth   Azimuth Derivation	DTCO3   DTSH5	East	ECGR	HAZI	HCAL	HDEVI	North	R	RHOZ	RLA1	RLA2	RLA3	RLA4	RLA5	RT_HRLT	RXOZ	TNPH	TVD	TVDSS	X	Y	Zoneset_Zone_BB
.	M	.	.	US/F	US/F	.	GAPI	Deg	IN	Deg	.	.	G/C3	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	V/V	.	.	.	.	.	
null	1839.6204	56.1047	5.5044	93.6257	249.7135	-3.6613	82.6706	56.1047	12.8478	5.5044	-0.9874	3.7921	2.3686	1.6661	2.1869	2.3349	2.518	2.6423	3.1415	1.8556	0.2381	1839.4034	1839.4034	-3.6613	-0.9874	.	
null	1839.7728	56.1279	5.5165	95.972	222.807	-3.6492	82.8675	56.1279	12.8729	5.5165	-0.9792	3.7783	2.3624	1.6721	2.1567	2.306	2.4963	2.6519	3.172	1.7388	0.2305	1839.5551	1839.5551	-3.6492	-0.9792	.	
null	1839.9252	56.1511	5.5286	95.972	224.033	-3.637	86.2095	56.1511	13.006	5.5286	-0.971	3.7644	2.35	1.725	2.2258	2.3561	2.5436	2.7157	3.2091	1.6694	0.2382	1839.7067	1839.7067	-3.637	-0.971	.	
null	1840.0776	56.1741	5.5407	99.8214	226.6664	-3.6248	92.2843	56.1741	13.1219	5.5407	-0.9629	3.7505	2.3501	1.8003	2.4553	2.5453	2.7501	2.9301	3.2057	1.2407	0.2419	1839.8584	1839.8584	-3.6248	-0.9629	.	
null	1840.23	56.1971	5.5527	100.4954	230.595	-3.6125	97.866	56.1971	13.1851	5.5527	-0.9547	3.7365	2.3377	1.7665	2.4831	2.5222	2.6904	2.8882	2.7953	1.1761	0.2514	1840.0101	1840.0101	-3.6125	-0.9547	.	
null	1840.3824	56.2199	5.5648	101.0652	233.5966	-3.6003	108.1016	56.2199	13.3496	5.5648	-0.9464	3.7226	2.3334	1.6153	2.0428	1.9979	2.1017	2.2261	2.1019	1.0652	0.2787	1840.1618	1840.1618	-3.6003	-0.9464	.	
null	1840.5348	56.2427	5.5769	101.0652	236.3857	-3.588	119.4116	56.2427	13.3597	5.5769	-0.9382	3.7086	2.3364	1.6119	1.9706	1.8877	1.9545	2.0147	1.9574	1.3225	0.3256	1840.3135	1840.3135	-3.588	-0.9382	.	
null	1840.6872	56.2653	5.589	101.7472	239.7191	-3.5756	128.7936	56.2653	13.329	5.589	-0.93	3.6946	2.3498	1.5599	1.896	1.7818	1.8399	1.8835	1.8466	1.4191	0.3967	1840.4652	1840.4652	-3.5756	-0.93	.	
null	1840.8396	56.2878	5.6011	102.2854	239.5096	-3.5633	128.9299	56.2878	13.2837	5.6011	-0.9217	3.6806	2.3377	1.5687	2.077	1.9766	2.0481	2.096	2.0478	1.6141	0.4168	1840.6168	1840.6168	-3.5633	-0.9217	.	
null	1840.992	56.3103	5.6132	101.9972	239.5936	-3.5509	124.7716	56.3103	13.2701	5.6132	-0.9135	3.6665	2.3159	1.6788	2.3829	2.2963	2.3749	2.4301	2.3717	1.7067	0.4018	1840.7685	1840.7685	-3.5509	-0.9135	.	
null	1841.1444	56.3326	5.6253	101.9972	245.6687	-3.5385	121.2981	56.3326	13.2826	5.6253	-0.9052	3.6524	2.3051	1.6665	2.3635	2.298	2.3643	2.4209	2.3636	1.7273	0.3319	1840.9202	1840.9202	-3.5385	-0.9052	.	
null	1841.2968	56.3549	5.6374	100.2811	236.3938	-3.526	120.5305	56.3549	13.3231	5.6374	-0.8969	3.6383	2.3184	1.6637	2.3137	2.2704	2.35	2.3853	2.3343	1.866	0.2877	1841.0718	1841.0718	-3.526	-0.8969	.	
null	1841.4492	56.3771	5.6495	98.4386	215.0958	-3.5135	119.8941	56.3771	13.4503	5.6495	-0.8886	3.6242	2.341	1.6696	2.4595	2.4495	2.5635	2.6229	2.536	1.9956	0.2678	1841.2235	1841.2235	-3.5135	-0.8886	.	
null	1841.6016	56.3991	5.6617	96.9003	216.2921	-3.501	114.8649	56.3991	13.4899	5.6617	-0.8803	3.61	2.3535	1.7059	2.5809	2.4951	2.6084	2.6476	2.586	2.0654	0.2628	1841.3752	1841.3752	-3.501	-0.8803	.	
null	1841.754	56.4211	5.6738	95.7639	204.9955	-3.4885	115.7995	56.4211	13.6284	5.6738	-0.872	3.5958	2.3459	1.7221	2.7546	2.5743	2.6807	2.7198	2.6714	1.9712	0.2553	1841.5268	1841.5268	-3.4885	-0.872	.	
null	1841.9064	56.443	5.6859	94.801	204.9393	-3.4759	116.7086	56.443	13.7018	5.6859	-0.8636	3.5816	2.3305	1.6799	2.8532	2.5724	2.681	2.7539	2.6891	1.9891	0.2478	1841.6785	1841.6785	-3.4759	-0.8636	.	
null	1842.0588	56.4648	5.698	94.4314	203.166	-3.4633	120.3981	56.4648	13.6799	5.698	-0.8553	3.5674	2.3258	1.6641	2.9314	2.5695	2.6465	2.7355	2.6756	1.9969	0.2664	1841.8301	1841.8301	-3.4633	-0.8553	.	
null	1842.2112	56.4865	5.7101	93.9889	201.9667	-3.4507	122.2018	56.4865	13.6672	5.7101	-0.8469	3.5531	2.3261	1.6398	2.8753	2.4445	2.4957	2.5988	2.5426	1.7746	0.2804	1841.9818	1841.9818	-3.4507	-0.8469	.	
null	1842.3636	56.5081	5.7222	93.8191	199.6412	-3.4381	129.857	56.5081	13.7438	5.7222	-0.8385	3.5388	2.3162	1.5953	2.5981	2.2457	2.2783	2.364	2.3238	1.6023	0.2777	1842.1334	1842.1334	-3.4381	-0.8385	.	
null	1842.516	56.5296	5.7343	93.8191	197.8007	-3.4254	130.4095	56.5296	13.734	5.7343	-0.8301	3.5245	2.3166	1.6247	2.6641	2.3232	2.3531	2.4204	2.3935	1.6268	0.2566	1842.285	1842.285	-3.4254	-0.8301	.	
null	1842.6684	56.551	5.7464	93.548	196.8316	-3.4126	128.1104	56.551	13.3781	5.7464	-0.8217	3.5102	2.3103	1.6003	2.7143	2.4419	2.506	2.6044	2.5382	1.7039	0.2443	1842.4367	1842.4367	-3.4126	-0.8217	.	
null	1842.8208	56.5723	5.7585	93.548	195.6657	-3.3999	116.346	56.5723	13.1785	5.7585	-0.8133	3.4958	2.31	1.5801	2.417	2.2448	2.2652	2.3541	2.3044	1.5978	0.2591	1842.5883	1842.5883	-3.3999	-0.8133	.	
null	1842.9732	56.5936	5.7706	93.057	196.5194	-3.3871	111.5521	56.5936	13.0977	5.7706	-0.8049	3.4814	2.3094	1.615	2.3336	2.2401	2.2845	2.3262	2.2913	1.5541	0.2641	1842.7399	1842.7399	-3.3871	-0.8049	.	
null	1843.1256	56.6147	5.7827	93.0331	203.0737	-3.3743	106.9837	56.6147	13.1028	5.7827	-0.7964	3.467	2.3377	1.7898	2.8171	2.7116	2.7757	2.8056	2.7723	1.828	0.2576	1842.8916	1842.8916	-3.3743	-0.7964	.	
null	1843.278	56.6358	5.7948	93.8359	201.32	-3.3615	106.1728	56.6358	13.1335	5.7948	-0.788	3.4526	2.3722	1.8833	3.0762	2.9379	3.0242	3.0899	3.031	2.3768	0.2293	1843.0432	1843.0432	-3.3615	-0.788	.	
null	1843.4304	56.6568	5.807	97.2555	202.7298	-3.3486	105.2318	56.6568	13.1506	5.807	-0.7795	3.4382	2.385	1.8926	2.9985	2.8622	2.9564	2.9886	2.9524	2.4663	0.2206	1843.1948	1843.1948	-3.3486	-0.7795	.	
null	1843.5828	56.6777	5.8191	98.1397	206.6097	-3.3357	105.259	56.6777	13.1693	5.8191	-0.771	3.4237	2.3808	1.8891	2.9545	2.8112	2.9133	2.9218	2.9162	2.4161	0.2289	1843.3464	1843.3464	-3.3357	-0.771	.	
null	1843.7352	56.6985	5.8312	98.1397	213.2565	-3.3228	110.7234	56.6985	13.1811	5.8312	-0.7625	3.4092	2.3715	1.8103	2.6365	2.557	2.6581	2.6837	2.686	2.2634	0.2764	1843.498	1843.498	-3.3228	-0.7625	.	
null	1843.8876	56.7192	5.8433	102.1667	213.3539	-3.3098	119.1939	56.7192	13.1466	5.8433	-0.754	3.3946	2.3653	1.7867	2.2552	2.1166	2.1626	2.1507	2.111	2.0958	0.35	1843.6496	1843.6496	-3.3098	-0.754	.	
null	1844.04	56.7398	5.8554	102.1667	217.3822	-3.2969	129.1361	56.7398	13.1086	5.8554	-0.7455	3.3801	2.3676	1.7042	1.9371	1.8372	1.8687	1.8488	1.8336	1.8194	0.4126	1843.8013	1843.8013	-3.2969	-0.7455	.	
null	1844.1924	56.7604	5.8675	102.7726	225.2424	-3.2838	136.9838	56.7604	13.1191	5.8675	-0.737	3.3655	2.3698	1.7149	1.8365	1.7431	1.758	1.7085	1.754	1.678	0.4186	1843.9529	1843.9529	-3.2838	-0.737	.	
null	1844.3448	56.7809	5.8797	100.8728	227.0888	-3.2708	140.7463	56.7809	12.7606	5.8797	-0.7284	3.3509	2.3703	1.7601	1.8619	1.7329	1.739	1.6893	1.7107	1.6448	0.3835	1844.1045	1844.1045	-3.2708	-0.7284	.	
null	1844.4972	56.8012	5.8918	100.3378	228.5428	-3.2577	141.578	56.8012	12.7807	5.8918	-0.7199	3.3363	2.3652	1.8482	1.9836	1.8308	1.8244	1.7841	1.8188	1.7233	0.3745	1844.2561	1844.2561	-3.2577	-0.7199	.	
null	1844.6496	56.8215	5.9039	99.7185	227.1951	-3.2446	140.763	56.8215	12.8004	5.9039	-0.7113	3.3217	2.3672	1.8653	2.053	1.942	1.9416	1.9126	1.943	1.7978	0.3686	1844.4076	1844.4076	-3.2446	-0.7113	.	
null	1844.802	56.8418	5.916	99.194	227.1951	-3.2315	140.2715	56.8418	12.7226	5.916	-0.7027	3.307	2.3785	1.8297	2.0607	1.9901	1.9967	1.9483	1.9439	1.7947	0.3851	1844.5592	1844.5592	-3.2315	-0.7027	.	
null	1844.9544	56.8619	5.9281	97.8132	219.8911	-3.2183	136.8648	56.8619	12.6233	5.9281	-0.6941	3.2923	2.3879	1.8852	2.2128	2.1646	2.1892	2.1598	2.1294	1.8907	0.366	1844.7108	1844.7108	-3.2183	-0.6941	.	
null	1845.1068	56.8819	5.9403	96.5734	222.282	-3.2051	128.926	56.8819	12.6001	5.9403	-0.6855	3.2776	2.3738	1.9292	2.2647	2.2112	2.2531	2.21	2.198	2.0068	0.3364	1844.8624	1844.8624	-3.2051	-0.6855	.	
null	1845.2592	56.9019	5.9524	94.3831	219.8886	-3.1919	121.7	56.9019	12.6581	5.9524	-0.6769	3.2629	2.3526	1.9357	2.263	2.1969	2.2524	2.2002	2.1735	2.0429	0.2957	1845.014	1845.014	-3.1919	-0.6769	.	
null	1845.4116	56.9218	5.9645	93.4351	209.0723	-3.1786	116.7469	56.9218	12.6788	5.9645	-0.6683	3.2481	2.326	2.1363	2.8551	2.7801	2.8848	2.8722	2.8487	1.9533	0.2619	1845.1656	1845.1656	-3.1786	-0.6683	.	
null	1845.564	56.9416	5.9766	90.5104	197.2784	-3.1654	109.6084	56.9416	12.7637	5.9766	-0.6596	3.2333	2.3225	2.1685	3.0696	2.8563	2.9614	2.9345	2.9412	1.4257	0.2496	1845.3171	1845.3171	-3.1654	-0.6596	.	
null	1845.7164	56.9613	5.9887	91.2333	188.4236	-3.152	104.613	56.9613	12.8315	5.9887	-0.6509	3.2186	2.3277	2.2505	3.4091	3.1322	3.2494	3.1955	3.2234	1.3086	0.2518	1845.4687	1845.4687	-3.152	-0.6509	.	
null	1845.8688	56.981	6.0009	89.98	178.4832	-3.1387	100.2576	56.981	12.8104	6.0009	-0.6423	3.2037	2.3386	2.2558	3.578	3.3282	3.3945	3.3761	3.3964	1.4483	0.2503	1845.6203	1845.6203	-3.1387	-0.6423	.	
null	1846.0212	57.0006	6.013	88.9006	177.0468	-3.1253	103.7685	57.0006	12.6901	6.013	-0.6336	3.1889	2.3391	2.2124	3.4847	3.2154	3.2733	3.267	3.2844	2.0987	0.2363	1845.7718	1845.7718	-3.1253	-0.6336	.	
null	1846.1736	57.02	6.0251	88.9006	175.2937	-3.1119	102.1483	57.02	12.6539	6.0251	-0.6249	3.174	2.3371	2.226	3.5124	3.2445	3.2908	3.3265	3.3193	2.4895	0.2217	1845.9234	1845.9234	-3.1119	-0.6249	.	
null	1846.326	57.0395	6.0373	88.3254	173.3447	-3.0985	101.874	57.0395	12.7596	6.0373	-0.6162	3.1592	2.3472	2.0976	3.1764	3.0144	3.1297	3.1904	3.1234	2.1566	0.224	1846.075	1846.075	-3.0985	-0.6162	.	
null	1846.4784	57.0588	6.0494	86.1961	172.7832	-3.085	100.402	57.0588	12.8826	6.0494	-0.6074	3.1443	2.3737	2.1338	3.1112	3.0028	3.0991	3.2031	3.106	2.1714	0.2394	1846.2265	1846.2265	-3.085	-0.6074	.	
null	1846.6308	57.0781	6.0615	86.5755	173.0805	-3.0715	99.715	57.0781	12.8546	6.0615	-0.5987	3.1293	2.3816	2.2015	3.3296	3.0882	3.1967	3.2935	3.2142	2.2538	0.2363	1846.3781	1846.3781	-3.0715	-0.5987	.	
null	1846.7832	57.0972	6.0736	86.435	172.5921	-3.058	98.6807	57.0972	12.8057	6.0736	-0.5899	3.1144	2.3754	2.1731	3.1943	2.8714	2.9112	3.0126	2.9686	2.3263	0.2253	1846.5296	1846.5296	-3.058	-0.5899	.	
null	1846.9356	57.1163	6.0858	85.8337	172.3775	-3.0444	98.109	57.1163	12.7183	6.0858	-0.5812	3.0994	2.3723	2.2883	3.4007	3.0814	3.1316	3.2159	3.1786	2.1565	0.2142	1846.6811	1846.6811	-3.0444	-0.5812	.	
null	1847.088	57.1354	6.0979	85.5725	171.5287	-3.0309	98.1144	57.1354	12.5812	6.0979	-0.5724	3.0844	2.3901	2.3848	4.039	3.6413	3.6855	3.7357	3.7323	2.2471	0.2205	1846.8327	1846.8327	-3.0309	-0.5724	.	
null	1847.2404	57.1543	6.11	85.7031	171.5484	-3.0173	96.644	57.1543	12.5618	6.11	-0.5636	3.0694	2.4144	2.2798	3.8747	3.674	3.7676	3.7925	3.7646	2.3685	0.2122	1846.9842	1846.9842	-3.0173	-0.5636	.	
null	1847.3928	57.1732	6.1222	85.3258	171.4337	-3.0036	98.1571	57.1732	12.5226	6.1222	-0.5548	3.0544	2.4281	2.1946	3.8721	3.8373	3.9754	3.9734	3.9232	2.3474	0.2009	1847.1358	1847.1358	-3.0036	-0.5548	.	
null	1847.5452	57.192	6.1343	86.0298	173.254	-2.9899	99.807	57.192	12.5117	6.1343	-0.546	3.0394	2.4435	2.3022	3.8364	3.7023	3.8038	3.8117	3.7849	2.3244	0.1884	1847.2873	1847.2873	-2.9899	-0.546	.	
null	1847.6976	57.2107	6.1464	85.9656	173.5697	-2.9762	106.3655	57.2107	12.5623	6.1464	-0.5372	3.0243	2.4554	2.3483	3.6675	3.5145	3.6191	3.6126	3.5972	2.8266	0.1872	1847.4388	1847.4388	-2.9762	-0.5372	.	
null	1847.85	57.2294	6.1586	86.2649	173.5697	-2.9625	110.6159	57.2294	12.5543	6.1586	-0.5283	3.0092	2.4559	2.3174	3.413	3.2584	3.3432	3.3118	3.3171	2.9791	0.1974	1847.5903	1847.5903	-2.9625	-0.5283	.	
null	1848.0024	57.248	6.1707	86.3003	177.6423	-2.9487	115.4015	57.248	12.5288	6.1707	-0.5195	2.9941	2.448	2.3064	3.1842	2.9944	3.049	3.0458	3.0076	2.9212	0.2255	1847.7418	1847.7418	-2.9487	-0.5195	.	
null	1848.1548	57.2665	6.1828	86.3003	178.5087	-2.9349	118.1965	57.2665	12.5097	6.1828	-0.5106	2.979	2.4498	2.4568	3.3381	3.0314	3.036	2.9939	2.8815	2.8485	0.2653	1847.8934	1847.8934	-2.9349	-0.5106	.	
null	1848.3072	57.2849	6.195	86.8917	179.2504	-2.9211	122.1034	57.2849	12.4177	6.195	-0.5017	2.9639	2.4641	2.4517	3.3744	3.0872	3.0564	3.0212	3.0365	2.8297	0.2861	1848.0449	1848.0449	-2.9211	-0.5017	.	
null	1848.4596	57.3033	6.2071	86.2037	178.9501	-2.9073	121.9026	57.3033	12.5283	6.2071	-0.4928	2.9487	2.4801	2.3919	3.3457	3.0853	3.0748	3.0398	3.0929	2.9896	0.2871	1848.1964	1848.1964	-2.9073	-0.4928	.	
null	1848.612	57.3216	6.2192	85.5207	179.0444	-2.8934	122.7578	57.3216	12.4818	6.2192	-0.4839	2.9336	2.4658	2.2672	3.1407	3.0175	3.0389	3.0134	3.028	2.9152	0.2817	1848.3479	1848.3479	-2.8934	-0.4839	.	
null	1848.7644	57.3398	6.2314	87.8847	176.7335	-2.8795	118.1075	57.3398	12.3505	6.2314	-0.475	2.9184	2.4351	2.227	3.0375	2.9278	2.9587	2.918	2.914	2.8219	0.2792	1848.4994	1848.4994	-2.8795	-0.475	.	
null	1848.9168	57.358	6.2435	87.5129	175.2737	-2.8655	109.7415	57.358	12.3095	6.2435	-0.466	2.9032	2.3894	2.1936	2.9227	2.8487	2.9023	2.8806	2.8956	2.2459	0.2591	1848.6509	1848.6509	-2.8655	-0.466	.	
null	1849.0692	57.3761	6.2557	85.3632	173.8844	-2.8516	100.4756	57.3761	12.3493	6.2557	-0.4571	2.888	2.3632	2.0732	2.4909	2.4651	2.5094	2.4999	2.524	2.0032	0.2289	1848.8024	1848.8024	-2.8516	-0.4571	.	
null	1849.2216	57.3941	6.2678	82.528	170.9142	-2.8376	93.4182	57.3941	12.3742	6.2678	-0.4481	2.8727	2.3638	2.1277	2.571	2.5209	2.6148	2.5784	2.5696	2.0203	0.2159	1848.9539	1848.9539	-2.8376	-0.4481	.	
null	1849.374	57.412	6.2799	81.847	166.4097	-2.8235	93.294	57.412	12.5021	6.2799	-0.4392	2.8575	2.373	2.3631	3.2608	3.1148	3.2456	3.2345	3.2093	2.4636	0.2216	1849.1054	1849.1054	-2.8235	-0.4392	.	
null	1849.5264	57.4299	6.2921	81.847	162.4202	-2.8095	91.414	57.4299	12.6377	6.2921	-0.4302	2.8422	2.3918	2.3957	3.5175	3.2581	3.4005	3.4063	3.3768	2.7388	0.2152	1849.2568	1849.2568	-2.8095	-0.4302	.	
null	1849.6788	57.4477	6.3042	81.5288	162.0773	-2.7954	91.3001	57.4477	12.8572	6.3042	-0.4212	2.8269	2.394	2.4073	3.8086	3.3906	3.5186	3.5092	3.4664	2.6043	0.2059	1849.4083	1849.4083	-2.7954	-0.4212	.	
null	1849.8312	57.4655	6.3164	81.6647	162.0692	-2.7813	92.7246	57.4655	13.0813	6.3164	-0.4122	2.8116	2.4023	2.3979	4.1716	3.5903	3.7025	3.6746	3.5912	2.4309	0.1933	1849.5598	1849.5598	-2.7813	-0.4122	.	
null	1849.9836	57.4831	6.3285	84.6713	162.9614	-2.7671	94.6629	57.4831	13.006	6.3285	-0.4032	2.7963	2.4079	2.3595	4.4626	3.7066	3.786	3.7612	3.6021	2.1093	0.1922	1849.7113	1849.7113	-2.7671	-0.4032	.	
null	1850.136	57.5007	6.3406	87.1939	166.5702	-2.7529	92.9642	57.5007	12.9755	6.3406	-0.3941	2.781	2.403	2.3023	4.6808	3.7741	3.8187	3.76	3.4163	1.9414	0.1913	1849.8627	1849.8627	-2.7529	-0.3941	.	
null	1850.2884	57.5183	6.3528	87.9381	168.3285	-2.7387	93.4651	57.5183	12.9813	6.3528	-0.3851	2.7657	2.3758	2.131	4.261	3.6072	3.6007	3.516	3.1943	1.5671	0.1962	1850.0142	1850.0142	-2.7387	-0.3851	.	
null	1850.4408	57.5358	6.3649	90.0621	170.5693	-2.7245	95.1187	57.5358	13.2591	6.3649	-0.376	2.7503	2.3545	2.1057	3.7811	3.2729	3.296	3.198	2.8861	1.0705	0.2079	1850.1657	1850.1657	-2.7245	-0.376	.	
null	1850.5932	57.5532	6.3771	90.4192	170.0984	-2.7102	99.2417	57.5532	13.3703	6.3771	-0.3669	2.7349	2.3639	2.0933	3.4556	2.9656	2.9822	2.8824	2.5107	0.9907	0.2354	1850.3171	1850.3171	-2.7102	-0.3669	.	
null	1850.7456	57.5705	6.3892	90.4192	176.1032	-2.6959	104.7655	57.5705	13.2144	6.3892	-0.3578	2.7196	2.38	2.1195	3.5364	2.9809	2.9896	2.9098	2.4789	1.2509	0.2573	1850.4686	1850.4686	-2.6959	-0.3578	.	
null	1850.898	57.5878	6.4014	89.2581	177.8088	-2.6816	111.5146	57.5878	12.5646	6.4014	-0.3487	2.7042	2.3741	2.127	3.3444	2.7093	2.6946	2.6268	2.0645	2.0989	0.2709	1850.62	1850.62	-2.6816	-0.3487	.	
null	1851.0504	57.6191	6.4145	88.5614	178.969	-2.6672	114.8137	57.6191	12.8207	6.4145	-0.3396	2.6888	2.3743	2.2545	3.6367	3.0025	2.9733	2.9095	2.6418	1.8325	0.2586	1850.7715	1850.7715	-2.6672	-0.3396	.	
null	1851.2028	57.6806	6.4297	88.5961	178.4732	-2.6528	114.4292	57.6806	12.8578	6.4297	-0.3305	2.6733	2.3715	2.2055	3.287	2.9332	2.9263	2.8585	2.9546	1.7252	0.2416	1850.9229	1850.9229	-2.6528	-0.3305	.	
null	1851.3552	57.7427	6.445	88.4922	176.8541	-2.6384	110.5238	57.7427	12.7732	6.445	-0.3214	2.6579	2.3847	2.17	3.2341	2.9351	2.9314	2.868	2.9566	1.6699	0.2152	1851.0744	1851.0744	-2.6384	-0.3214	.	
null	1851.5076	57.8046	6.4603	88.434	173.2141	-2.6239	113.5753	57.8046	12.5971	6.4603	-0.3122	2.6424	2.3798	2.1853	3.3643	3.0731	3.068	2.9747	3.0843	2.5014	0.2027	1851.2258	1851.2258	-2.6239	-0.3122	.	
null	1851.66	57.8661	6.4756	88.0715	171.4384	-2.6094	113.6375	57.8661	12.4712	6.4756	-0.3031	2.6269	2.387	2.2473	3.617	3.3798	3.415	3.3188	3.4068	2.7176	0.1971	1851.3772	1851.3772	-2.6094	-0.3031	.	
null	1851.8124	57.9274	6.4909	85.758	171.4384	-2.5948	111.1223	57.9274	12.4646	6.4909	-0.294	2.6114	2.3878	2.3062	3.8002	3.687	3.7415	3.6609	3.7128	2.7162	0.1946	1851.5287	1851.5287	-2.5948	-0.294	.	
null	1851.9648	57.9884	6.5062	85.758	170.3712	-2.5802	109.6241	57.9884	12.4411	6.5062	-0.2848	2.5958	2.3946	2.2575	3.5916	3.5512	3.6628	3.5908	3.6005	2.7141	0.2118	1851.6801	1851.6801	-2.5802	-0.2848	.	
null	1852.1172	58.0491	6.5215	85.1926	165.4881	-2.5655	106.838	58.0491	12.374	6.5215	-0.2757	2.5803	2.4087	2.2312	3.4241	3.3599	3.4891	3.4408	3.43	2.4892	0.2326	1851.8315	1851.8315	-2.5655	-0.2757	.	
null	1852.2696	58.1095	6.5369	84.0595	164.2833	-2.5508	106.2513	58.1095	12.748	6.5369	-0.2665	2.5647	2.4276	2.2768	3.5015	3.342	3.4778	3.456	3.4382	2.3505	0.2432	1851.9829	1851.9829	-2.5508	-0.2665	.	
null	1852.422	58.1696	6.5522	84.0009	160.7319	-2.536	98.3974	58.1696	12.909	6.5522	-0.2573	2.5491	2.4263	2.4	3.9459	3.7512	3.8993	3.8833	3.8611	2.2128	0.2368	1852.1343	1852.1343	-2.536	-0.2573	.	
null	1852.5744	58.2294	6.5676	83.5821	159.3	-2.5212	92.1222	58.2294	12.7766	6.5676	-0.2481	2.5334	2.414	2.2638	4.0117	3.8213	3.9635	3.9669	3.9318	2.4351	0.2263	1852.2857	1852.2857	-2.5212	-0.2481	.	
null	1852.7268	58.289	6.5829	82.3704	158.4558	-2.5064	85.5997	58.289	12.4907	6.5829	-0.239	2.5178	2.4016	2.2117	4.2455	4.046	4.2384	4.258	4.1903	2.9124	0.211	1852.4371	1852.4371	-2.5064	-0.239	.	
null	1852.8792	58.3483	6.5983	81.8848	156.1839	-2.4915	85.2915	58.3483	12.4062	6.5983	-0.2298	2.5021	2.4077	2.291	4.6733	4.5497	4.7715	4.797	4.7091	3.6437	0.1839	1852.5885	1852.5885	-2.4915	-0.2298	.	
null	1853.0316	58.4073	6.6136	80.3139	154.0287	-2.4766	84.2301	58.4073	12.4662	6.6136	-0.2206	2.4864	2.4207	2.3582	4.7361	4.8543	5.157	5.1816	5.0377	4.1208	0.1667	1852.7399	1852.7399	-2.4766	-0.2206	.	
null	1853.184	58.4661	6.629	80.3139	152.9776	-2.4616	82.9631	58.4661	12.5326	6.629	-0.2114	2.4707	2.4216	2.4071	4.9063	5.1489	5.4322	5.5123	5.3242	3.9902	0.1511	1852.8913	1852.8913	-2.4616	-0.2114	.	
null	1853.3364	58.5246	6.6444	79.8155	152.849	-2.4466	79.8911	58.5246	12.5483	6.6444	-0.2022	2.4549	2.4256	2.406	4.9943	5.0491	5.3436	5.3805	5.2359	3.4377	0.1492	1853.0427	1853.0427	-2.4466	-0.2022	.	
null	1853.4888	58.5828	6.6598	80.1215	153.0317	-2.4315	81.2102	58.5828	12.4208	6.6598	-0.193	2.4392	2.4223	2.494	5.1245	4.9412	5.2014	5.2506	5.1367	2.9979	0.1493	1853.194	1853.194	-2.4315	-0.193	.	
null	1853.6412	58.6407	6.6752	80.0206	152.6142	-2.4164	84.673	58.6407	12.6525	6.6752	-0.1838	2.4234	2.4277	2.4627	4.7484	4.4701	4.6341	4.7665	4.6417	3.0573	0.155	1853.3454	1853.3454	-2.4164	-0.1838	.	
null	1853.7936	58.6984	6.6906	80.1471	153.3602	-2.4013	88.3864	58.6984	12.8214	6.6906	-0.1745	2.4076	2.4238	2.4516	4.4333	4.1399	4.2582	4.3287	4.2688	3.4288	0.1574	1853.4968	1853.4968	-2.4013	-0.1745	.	
null	1853.946	58.7558	6.706	81.2111	153.7999	-2.3861	87.9777	58.7558	12.7225	6.706	-0.1653	2.3918	2.4195	2.4177	4.3019	3.8496	3.8909	3.9247	3.9395	3.5908	0.1583	1853.6481	1853.6481	-2.3861	-0.1653	.	
null	1854.0984	58.813	6.7214	80.687	153.9638	-2.3708	88.2027	58.813	12.685	6.7214	-0.1561	2.376	2.4093	2.3491	4.2284	3.7769	3.7992	3.8195	3.8489	3.6839	0.1623	1853.7995	1853.7995	-2.3708	-0.1561	.	
null	1854.2508	58.8699	6.7368	81.2466	154.158	-2.3556	90.4929	58.8699	12.6322	6.7368	-0.1468	2.3601	2.4015	2.3098	4.161	3.8522	3.9096	3.9288	3.9307	3.5894	0.1686	1853.9508	1853.9508	-2.3556	-0.1468	.	
null	1854.4032	58.9265	6.7522	82.2882	156.2237	-2.3402	93.6742	58.9265	12.5996	6.7522	-0.1376	2.3443	2.3988	2.3461	4.1838	3.9587	4.0212	4.0415	4.0314	3.441	0.1758	1854.1022	1854.1022	-2.3402	-0.1376	.	
null	1854.5556	58.9828	6.7677	80.4629	156.8784	-2.3249	95.2741	58.9828	12.5555	6.7677	-0.1283	2.3284	2.4101	2.3532	4.2297	4.0738	4.1653	4.1755	4.1524	3.1158	0.1731	1854.2535	1854.2535	-2.3249	-0.1283	.	
null	1854.708	59.039	6.7831	81.7846	158.7732	-2.3095	93.4136	59.039	12.6222	6.7831	-0.1191	2.3125	2.4147	2.339	4.0237	3.8181	3.9122	3.9212	3.9042	2.8413	0.1865	1854.4048	1854.4048	-2.3095	-0.1191	.	
