$Ascii:UWI 02_97-DD-1X,Lam Son JOC,,,
.	.	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Dataset_Duyen	Zoneset_Zone_BB	
UWI	Depth   Azimuth Derivation	DTCO3   DTSH5	East	ECGR	HAZI	HCAL	HDEVI	North	R	RHOZ	RLA1	RLA2	RLA3	RLA4	RLA5	RT_HRLT	RXOZ	TNPH	TVD	TVDSS	X	Y	Zoneset_Zone_BB
.	M	.	.	US/F	US/F	.	GAPI	Deg	IN	Deg	.	.	G/C3	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	OHMM	V/V	.	.	.	.	.	
null	1824.3804	53.1243	4.3009	91.1713	192.3069	-4.7252	138.6463	53.1243	13.0199	4.3009	-1.7379	5.0347	2.4366	1.788	2.4335	2.468	2.5299	2.4166	2.4631	2.4416	0.2898	1824.2194	1824.2194	-4.7252	-1.7379	.	
null	1824.5328	53.1623	4.3128	89.8655	190.7152	-4.716	131.5881	53.1623	12.8001	4.3128	-1.7311	5.0237	2.43	1.9567	2.6425	2.594	2.6687	2.5852	2.6212	2.4813	0.2909	1824.3713	1824.3713	-4.716	-1.7311	.	
null	1824.6852	53.2001	4.3248	89.8655	185.2347	-4.7068	124.9747	53.2001	12.7938	4.3248	-1.7242	5.0127	2.4289	2.0045	2.6994	2.6282	2.7099	2.6229	2.6622	2.6001	0.2721	1824.5233	1824.5233	-4.7068	-1.7242	.	
null	1824.8376	53.2376	4.3368	88.3041	184.244	-4.6976	122.0502	53.2376	12.8196	4.3368	-1.7173	5.0017	2.4345	2.0879	2.8546	2.7557	2.8666	2.7961	2.8138	2.6418	0.2421	1824.6753	1824.6753	-4.6976	-1.7173	.	
null	1824.99	53.275	4.3487	87.2918	181.4021	-4.6884	125.5418	53.275	12.8033	4.3487	-1.7104	4.9906	2.4391	2.1662	2.9878	2.7976	2.8798	2.8162	2.8553	2.6321	0.2336	1824.8272	1824.8272	-4.6884	-1.7104	.	
null	1825.1424	53.3122	4.3607	86.9876	180.3801	-4.6791	127.5357	53.3122	12.7859	4.3607	-1.7035	4.9795	2.4301	2.126	2.9659	2.7212	2.8033	2.7528	2.7905	2.6011	0.2312	1824.9792	1824.9792	-4.6791	-1.7035	.	
null	1825.2948	53.3492	4.3727	87.5845	180.3801	-4.6698	130.2517	53.3492	12.7807	4.3727	-1.6966	4.9684	2.4167	2.0734	2.8953	2.7062	2.786	2.7183	2.7612	2.5951	0.2264	1825.1312	1825.1312	-4.6698	-1.6966	.	
null	1825.4472	53.3859	4.3846	87.0365	178.9741	-4.6605	126.1404	53.3859	12.8218	4.3846	-1.6896	4.9573	2.396	2.013	2.8269	2.6915	2.7786	2.7104	2.7426	2.5608	0.2143	1825.2831	1825.2831	-4.6605	-1.6896	.	
null	1825.5996	53.4225	4.3966	86.1325	176.8047	-4.6511	123.9703	53.4225	12.9146	4.3966	-1.6827	4.9461	2.3935	1.9157	2.744	2.7611	2.8741	2.847	2.8151	2.551	0.211	1825.4351	1825.4351	-4.6511	-1.6827	.	
null	1825.752	53.4589	4.4086	85.9627	175.2502	-4.6417	120.748	53.4589	12.9311	4.4086	-1.6757	4.9349	2.3958	1.9241	2.81	2.8694	2.9736	2.9142	2.9026	2.398	0.2315	1825.587	1825.587	-4.6417	-1.6757	.	
null	1825.9044	53.495	4.4206	85.9627	173.1836	-4.6323	119.9579	53.495	12.939	4.4206	-1.6687	4.9237	2.4053	1.9336	2.9119	2.9253	3.0233	3.0011	2.9765	2.2429	0.2374	1825.739	1825.739	-4.6323	-1.6687	.	
null	1826.0568	53.531	4.4325	85.2888	169.8034	-4.6228	119.5859	53.531	12.9404	4.4325	-1.6617	4.9124	2.3986	1.8922	2.9983	2.9742	3.0623	3.0414	3.0275	2.3979	0.2353	1825.8909	1825.8909	-4.6228	-1.6617	.	
null	1826.2092	53.5668	4.4445	84.9235	167.123	-4.6133	116.8881	53.5668	13.0677	4.4445	-1.6547	4.9011	2.379	1.9495	3.1935	3.0781	3.1389	3.105	3.0968	2.4975	0.2188	1826.0428	1826.0428	-4.6133	-1.6547	.	
null	1826.3616	53.6024	4.4565	85.2803	163.8266	-4.6038	110.5744	53.6024	13.1347	4.4565	-1.6477	4.8898	2.3751	2.0401	3.5027	3.1703	3.1819	3.1868	3.1043	2.7217	0.2147	1826.1948	1826.1948	-4.6038	-1.6477	.	
null	1826.514	53.6378	4.4685	85.2803	163.5914	-4.5943	102.7485	53.6378	13.141	4.4685	-1.6407	4.8784	2.3817	2.0568	3.7008	3.2465	3.2578	3.2624	3.087	2.4435	0.207	1826.3467	1826.3467	-4.5943	-1.6407	.	
null	1826.6664	53.673	4.4805	83.8551	162.3879	-4.5847	95.3271	53.673	12.7977	4.4805	-1.6336	4.867	2.3877	2.0431	3.5399	3.0153	2.9688	2.9479	2.6335	2.4652	0.2077	1826.4987	1826.4987	-4.5847	-1.6336	.	
null	1826.8188	53.708	4.4925	83.5677	159.782	-4.5751	92.3947	53.708	13.0668	4.4925	-1.6265	4.8556	2.3578	2.0762	3.6935	3.0749	3.0366	2.9767	2.9169	2.4281	0.2017	1826.6506	1826.6506	-4.5751	-1.6265	.	
null	1826.9712	53.7429	4.5045	84.2556	158.8256	-4.5654	92.7919	53.7429	13.2087	4.5045	-1.6195	4.8442	2.3505	2.2289	4.4789	3.9455	3.9813	3.9291	3.9928	1.9647	0.2187	1826.8025	1826.8025	-4.5654	-1.6195	.	
null	1827.1236	53.7775	4.5165	83.3621	157.17	-4.5558	91.658	53.7775	13.1747	4.5165	-1.6124	4.8327	2.3579	2.1552	4.6207	4.2756	4.4779	4.5974	4.4789	2.0117	0.226	1826.9545	1826.9545	-4.5558	-1.6124	.	
null	1827.276	53.812	4.5285	83.6075	157.75	-4.5461	94.3187	53.812	13.1311	4.5285	-1.6053	4.8212	2.3914	2.0787	4.4375	4.1367	4.3867	4.4951	4.3724	2.2811	0.2395	1827.1064	1827.1064	-4.5461	-1.6053	.	
null	1827.4284	53.8463	4.5404	84.0939	157.8416	-4.5363	95.9461	53.8463	13.2446	4.5404	-1.5982	4.8096	2.3951	2.1167	4.6745	4.1116	4.2848	4.3409	4.2813	3.392	0.2314	1827.2583	1827.2583	-4.5363	-1.5982	.	
null	1827.5808	53.8804	4.5524	84.9355	159.2426	-4.5266	96.8957	53.8804	13.1117	4.5524	-1.5911	4.7981	2.4007	2.129	4.7085	4.0533	4.1104	4.1139	4.0439	3.1381	0.2108	1827.4102	1827.4102	-4.5266	-1.5911	.	
null	1827.7332	53.9143	4.5644	84.006	161.4285	-4.5168	92.3283	53.9143	13.0293	4.5644	-1.5839	4.7865	2.4066	2.1483	4.5937	3.8275	3.8045	3.7799	3.5138	3.0965	0.1867	1827.5621	1827.5621	-4.5168	-1.5839	.	
null	1827.8856	53.9481	4.5764	84.9069	161.7187	-4.507	90.3665	53.9481	12.9453	4.5764	-1.5768	4.7748	2.4123	2.153	4.6616	3.8937	3.8508	3.8053	3.4779	3.1502	0.1721	1827.7141	1827.7141	-4.507	-1.5768	.	
null	1828.038	53.9817	4.5884	85.441	166.127	-4.4971	92.9372	53.9817	13.0435	4.5884	-1.5696	4.7632	2.4147	2.229	4.6621	3.9614	3.9411	3.8527	3.5117	3.3783	0.1697	1827.866	1827.866	-4.4971	-1.5696	.	
null	1828.1904	54.0151	4.6004	85.8472	168.1416	-4.4873	101.9667	54.0151	13.1869	4.6004	-1.5624	4.7515	2.426	2.2352	4.1198	3.5903	3.5411	3.4526	3.0673	3.125	0.1788	1828.0179	1828.0179	-4.4873	-1.5624	.	
null	1828.3428	54.0483	4.6124	86.8621	169.7292	-4.4774	110.0822	54.0483	13.1408	4.6124	-1.5552	4.7398	2.4385	2.2549	3.8612	3.286	3.278	3.1971	2.7651	3.1549	0.2009	1828.1698	1828.1698	-4.4774	-1.5552	.	
null	1828.4952	54.0813	4.6245	87.5235	176.3623	-4.4674	118.223	54.0813	13.158	4.6245	-1.548	4.728	2.4417	2.284	3.7511	3.0791	3.074	2.9722	2.3935	3.0753	0.2323	1828.3217	1828.3217	-4.4674	-1.548	.	
null	1828.6476	54.1142	4.6365	88.0417	179.336	-4.4575	127.4341	54.1142	13.0863	4.6365	-1.5408	4.7163	2.4322	2.2062	3.2809	2.7102	2.7	2.5871	1.9906	2.9214	0.2663	1828.4736	1828.4736	-4.4575	-1.5408	.	
null	1828.8	54.1469	4.6485	89.0689	180.978	-4.4475	131.127	54.1469	13.0221	4.6485	-1.5336	4.7045	2.4252	2.1739	3.0344	2.5705	2.55	2.4278	2.0066	2.0584	0.2882	1828.6255	1828.6255	-4.4475	-1.5336	.	
null	1828.9524	54.1795	4.6605	89.3882	182.9239	-4.4374	135.2972	54.1795	13.0071	4.6605	-1.5264	4.6926	2.4217	2.1593	2.9163	2.4949	2.4675	2.3387	2.0471	1.9215	0.307	1828.7774	1828.7774	-4.4374	-1.5264	.	
null	1829.1048	54.2119	4.6725	90.3344	184.8786	-4.4274	131.7885	54.2119	12.9585	4.6725	-1.5191	4.6807	2.4149	2.1285	2.9031	2.5194	2.5249	2.4021	2.014	1.6958	0.3202	1828.9293	1828.9293	-4.4274	-1.5191	.	
null	1829.2572	54.2441	4.6845	90.9048	186.228	-4.4173	133.6288	54.2441	12.8427	4.6845	-1.5118	4.6689	2.3879	2.1235	3.026	2.6809	2.6859	2.5637	2.2051	1.9143	0.3422	1829.0812	1829.0812	-4.4173	-1.5118	.	
null	1829.4096	54.2761	4.6965	91.8804	187.701	-4.4072	133.9611	54.2761	12.7887	4.6965	-1.5046	4.6569	2.3688	2.0133	2.8768	2.6421	2.6607	2.5489	2.3571	1.9607	0.3276	1829.2331	1829.2331	-4.4072	-1.5046	.	
null	1829.562	54.308	4.7085	91.8876	187.9334	-4.397	135.0255	54.308	12.7854	4.7085	-1.4973	4.645	2.3576	1.9251	2.8002	2.6336	2.6424	2.5349	2.3393	1.8784	0.3121	1829.385	1829.385	-4.397	-1.4973	.	
null	1829.7144	54.3397	4.7206	90.5216	187.7117	-4.3869	132.3624	54.3397	12.8412	4.7206	-1.49	4.633	2.3675	1.9943	2.8727	2.5876	2.5688	2.4552	2.064	1.3123	0.2943	1829.5368	1829.5368	-4.3869	-1.49	.	
null	1829.8668	54.3713	4.7326	89.9909	185.2462	-4.3767	130.1549	54.3713	13.8675	4.7326	-1.4826	4.621	2.3563	2.0098	3.039	2.6557	2.6264	2.5043	2.0057	1.0307	0.2999	1829.6887	1829.6887	-4.3767	-1.4826	.	
null	1830.0192	54.4027	4.7446	89.916	183.3065	-4.3664	124.0281	54.4027	13.5533	4.7446	-1.4753	4.6089	2.3188	2.0857	3.4617	2.8797	2.8243	2.7007	2.0581	0.8634	0.3016	1829.8406	1829.8406	-4.3664	-1.4753	.	
null	1830.1716	54.434	4.7566	90.6058	180.4039	-4.3562	122.827	54.434	13.6826	4.7566	-1.468	4.5969	2.2886	2.1173	4.1021	2.9118	2.8166	2.6915	1.9816	0.863	0.3068	1829.9925	1829.9925	-4.3562	-1.468	.	
null	1830.324	54.4651	4.7686	87.9379	177.6752	-4.3459	123.1809	54.4651	13.3647	4.7686	-1.4606	4.5847	2.2851	2.1217	4.1361	2.9026	2.8189	2.7057	2.0498	0.7391	0.3338	1830.1443	1830.1443	-4.3459	-1.4606	.	
null	1830.4764	54.496	4.7807	87.9379	175.6595	-4.3355	120.4931	54.496	13.1642	4.7807	-1.4532	4.5726	2.3154	2.1302	4.0489	2.9242	2.8438	2.7564	2.5152	0.9104	0.3552	1830.2962	1830.2962	-4.3355	-1.4532	.	
null	1830.6288	54.5268	4.7927	87.6716	172.819	-4.3252	111.5423	54.5268	12.9902	4.7927	-1.4459	4.5605	2.3489	2.1662	4.1989	3.2014	3.2036	3.1568	3.2464	1.3883	0.3497	1830.4481	1830.4481	-4.3252	-1.4459	.	
null	1830.7812	54.5574	4.8047	86.9045	170.7578	-4.3148	101.1238	54.5574	13.0135	4.8047	-1.4385	4.5483	2.369	2.156	4.691	3.7538	3.7876	3.7403	3.814	2.961	0.2814	1830.6	1830.6	-4.3148	-1.4385	.	
null	1830.9336	54.5879	4.8168	86.4695	166.4601	-4.3044	93.0477	54.5879	13.0489	4.8168	-1.4311	4.536	2.3786	2.279	5.0572	4.099	4.1054	4.0621	4.142	3.4834	0.2147	1830.7518	1830.7518	-4.3044	-1.4311	.	
null	1831.086	54.6182	4.8288	86.4695	162.2524	-4.2939	90.1396	54.6182	13.0191	4.8288	-1.4236	4.5238	2.38	2.382	5.4044	4.246	4.2451	4.1824	4.2779	3.232	0.1891	1830.9037	1830.9037	-4.2939	-1.4236	.	
null	1831.2384	54.6484	4.8408	86.0756	161.0823	-4.2835	90.4392	54.6484	12.9805	4.8408	-1.4162	4.5115	2.3884	2.5274	6.0448	4.5807	4.5748	4.5621	4.6178	3.393	0.1952	1831.0555	1831.0555	-4.2835	-1.4162	.	
null	1831.3908	54.6784	4.8528	85.1175	159.8826	-4.273	90.1733	54.6784	13.0078	4.8528	-1.4087	4.4992	2.3991	2.4916	6.0213	4.5822	4.5929	4.6419	4.6409	3.5095	0.2254	1831.2074	1831.2074	-4.273	-1.4087	.	
null	1831.5432	54.7082	4.8649	84.3073	158.3552	-4.2624	90.098	54.7082	13.0058	4.8649	-1.4013	4.4869	2.4011	2.4116	5.318	4.2802	4.2821	4.3016	4.3286	3.6406	0.2366	1831.3592	1831.3592	-4.2624	-1.4013	.	
null	1831.6956	54.738	4.8769	84.3073	158.3552	-4.2519	86.3351	54.738	12.9632	4.8769	-1.3938	4.4745	2.3945	2.3262	4.8151	3.9166	3.9824	3.9904	4.0059	3.2228	0.2345	1831.5111	1831.5111	-4.2519	-1.3938	.	
null	1831.848	54.7676	4.889	84.2013	158.1487	-4.2413	83.3434	54.7676	12.9191	4.889	-1.3863	4.4621	2.3738	2.3031	4.6374	3.8137	3.8903	3.9573	3.9255	2.8693	0.2235	1831.6629	1831.6629	-4.2413	-1.3863	.	
null	1832.0004	54.797	4.901	84.0062	159.9754	-4.2306	82.2368	54.797	12.8969	4.901	-1.3788	4.4497	2.3736	2.271	4.6014	3.8311	3.912	3.9752	3.9233	2.4923	0.2138	1831.8148	1831.8148	-4.2306	-1.3788	.	
null	1832.1528	54.8263	4.913	84.0832	160.8299	-4.22	84.4813	54.8263	13.0415	4.913	-1.3713	4.4372	2.3611	2.2087	4.6064	3.8538	3.9228	3.9628	3.8737	2.0719	0.1975	1831.9666	1831.9666	-4.22	-1.3713	.	
null	1832.3052	54.8554	4.9251	84.6651	161.8176	-4.2093	87.8367	54.8554	13.2713	4.9251	-1.3638	4.4247	2.3753	2.1902	4.7891	3.8928	3.886	3.9081	3.6552	1.6364	0.1874	1832.1185	1832.1185	-4.2093	-1.3638	.	
null	1832.4576	54.8844	4.9371	86.0588	161.732	-4.1986	87.4273	54.8844	13.2491	4.9371	-1.3563	4.4122	2.3714	2.1529	4.8017	3.7913	3.6881	3.6428	3.1033	1.631	0.1871	1832.2703	1832.2703	-4.1986	-1.3563	.	
null	1832.61	54.9133	4.9492	86.3377	162.5686	-4.1878	89.6783	54.9133	13.2334	4.9492	-1.3487	4.3997	2.3838	2.1824	4.896	3.7752	3.6374	3.5792	2.9782	1.8992	0.1879	1832.4221	1832.4221	-4.1878	-1.3487	.	
null	1832.7624	54.942	4.9612	88.2676	163.0881	-4.1771	90.7271	54.942	13.1109	4.9612	-1.3411	4.3871	2.3827	2.1811	4.7605	3.7201	3.5396	3.4347	2.6747	2.3338	0.1865	1832.574	1832.574	-4.1771	-1.3411	.	
null	1832.9148	54.9706	4.9733	88.2676	166.1216	-4.1663	97.7086	54.9706	13.0363	4.9733	-1.3336	4.3745	2.3821	2.1535	4.2585	3.3834	3.2723	3.2015	2.5549	2.6106	0.1914	1832.7258	1832.7258	-4.1663	-1.3336	.	
null	1833.0672	54.9991	4.9853	89.409	168.2931	-4.1554	97.7693	54.9991	12.946	4.9853	-1.326	4.3619	2.3686	2.0938	4.0938	3.4225	3.36	3.2812	2.786	2.656	0.206	1832.8776	1832.8776	-4.1554	-1.326	.	
null	1833.2196	55.0274	4.9973	90.1025	171.4185	-4.1446	101.0569	55.0274	12.9542	4.9973	-1.3184	4.3492	2.3519	2.1284	3.8076	3.2232	3.1831	3.1473	2.7652	2.398	0.2205	1833.0294	1833.0294	-4.1446	-1.3184	.	
null	1833.372	55.0555	5.0094	90.1025	172.3744	-4.1337	93.9196	55.0555	13.0045	5.0094	-1.3108	4.3365	2.3175	2.2231	3.96	3.351	3.289	3.2287	3.001	0.9364	0.2347	1833.1813	1833.1813	-4.1337	-1.3108	.	
null	1833.5244	55.0836	5.0214	88.5961	172.3437	-4.1228	96.1362	55.0836	13.2414	5.0214	-1.3031	4.3238	2.3252	2.1235	3.6914	3.2097	3.1942	3.1396	3.2012	0.6805	0.2368	1833.3331	1833.3331	-4.1228	-1.3031	.	
null	1833.6768	55.1115	5.0335	88.7852	172.1831	-4.1118	92.6173	55.1115	13.121	5.0335	-1.2955	4.3111	2.353	2.1643	3.7715	3.1732	3.1264	3.0544	3.1772	0.748	0.2341	1833.4849	1833.4849	-4.1118	-1.2955	.	
null	1833.8292	55.1393	5.0456	89.8359	172.6566	-4.1008	92.2655	55.1393	13.102	5.0456	-1.2878	4.2983	2.4049	2.3994	4.5944	3.644	3.5879	3.5138	3.6522	1.6415	0.2157	1833.6367	1833.6367	-4.1008	-1.2878	.	
null	1833.9816	55.1669	5.0576	89.0256	172.8925	-4.0898	85.561	55.1669	13.0425	5.0576	-1.2802	4.2855	2.4221	2.4433	4.739	3.7195	3.6832	3.6518	3.7543	3.2994	0.1881	1833.7885	1833.7885	-4.0898	-1.2802	.	
null	1834.134	55.1944	5.0697	89.0256	175.8668	-4.0788	81.3281	55.1944	13.0112	5.0697	-1.2725	4.2727	2.4116	2.4331	4.6628	3.7003	3.667	3.6417	3.7439	3.1796	0.1613	1833.9403	1833.9403	-4.0788	-1.2725	.	
null	1834.2864	55.2218	5.0817	88.7988	177.4829	-4.0677	80.2973	55.2218	12.9645	5.0817	-1.2648	4.2598	2.3909	2.3426	4.5393	3.7279	3.7211	3.7104	3.7897	3.0725	0.1583	1834.0921	1834.0921	-4.0677	-1.2648	.	
null	1834.4388	55.2491	5.0938	88.8995	179.0705	-4.0566	82.3337	55.2491	12.9481	5.0938	-1.2571	4.2469	2.3757	2.2973	4.3885	3.6429	3.6699	3.676	3.7204	2.8821	0.175	1834.2439	1834.2439	-4.0566	-1.2571	.	
null	1834.5912	55.2762	5.1058	90.8602	181.0493	-4.0455	84.5422	55.2762	12.984	5.1058	-1.2494	4.234	2.3615	2.203	3.9491	3.434	3.4913	3.5381	3.5322	2.3582	0.2079	1834.3957	1834.3957	-4.0455	-1.2494	.	
null	1834.7436	55.3032	5.1179	89.2448	182.0176	-4.0343	86.6827	55.3032	13.0746	5.1179	-1.2416	4.221	2.3522	2.1491	3.7119	3.2897	3.3316	3.3973	3.3795	1.7592	0.2286	1834.5475	1834.5475	-4.0343	-1.2416	.	
null	1834.896	55.3301	5.13	89.8663	180.7202	-4.0231	87.9124	55.3301	13.0869	5.13	-1.2339	4.2081	2.3557	2.1534	3.6644	3.1874	3.1961	3.2622	3.2614	1.5593	0.2339	1834.6993	1834.6993	-4.0231	-1.2339	.	
null	1835.0484	55.3568	5.142	90.3949	179.752	-4.0119	91.5931	55.3568	13.0103	5.142	-1.2261	4.1951	2.3719	2.1676	3.7471	3.2079	3.2144	3.3047	3.2899	1.7431	0.2244	1834.8511	1834.8511	-4.0119	-1.2261	.	
null	1835.2008	55.3834	5.1541	90.1238	185.3198	-4.0006	97.7422	55.3834	12.9818	5.1541	-1.2184	4.182	2.3926	2.2579	3.8929	3.294	3.3049	3.4441	3.3971	2.2648	0.224	1835.0029	1835.0029	-4.0006	-1.2184	.	
null	1835.3532	55.4099	5.1661	90.0651	185.9269	-3.9893	99.9552	55.4099	12.9064	5.1661	-1.2106	4.169	2.4041	2.3023	3.7277	3.2088	3.2179	3.3805	3.316	2.6472	0.2129	1835.1547	1835.1547	-3.9893	-1.2106	.	
null	1835.5056	55.4363	5.1782	90.7796	185.9269	-3.978	101.8977	55.4363	12.8175	5.1782	-1.2028	4.1559	2.405	2.2651	3.485	3.0438	3.0755	3.2526	3.17	2.4088	0.2193	1835.3064	1835.3064	-3.978	-1.2028	.	
null	1835.658	55.4625	5.1903	90.5677	192.5515	-3.9667	102.3675	55.4625	12.7249	5.1903	-1.195	4.1428	2.4032	2.1461	3.1664	2.8437	2.8993	3.0599	2.9863	2.2731	0.2253	1835.4582	1835.4582	-3.9667	-1.195	.	
null	1835.8104	55.4887	5.2023	90.225	194.7207	-3.9553	105.2772	55.4887	12.7323	5.2023	-1.1871	4.1296	2.3836	1.9967	2.8743	2.7261	2.8495	3.0184	2.9867	2.3274	0.2352	1835.61	1835.61	-3.9553	-1.1871	.	
null	1835.9628	55.5147	5.2144	90.3996	195.794	-3.9439	105.9888	55.5147	12.713	5.2144	-1.1793	4.1165	2.3781	2.0851	3.0037	2.8979	3.0457	3.2271	3.2231	1.9077	0.2402	1835.7618	1835.7618	-3.9439	-1.1793	.	
null	1836.1152	55.5406	5.2265	92.1082	190.0433	-3.9325	105.7582	55.5406	12.7371	5.2265	-1.1715	4.1033	2.3773	2.061	2.9583	2.8713	3.0223	3.1929	3.1902	1.4677	0.2365	1835.9135	1835.9135	-3.9325	-1.1715	.	
null	1836.2676	55.5663	5.2386	92.8238	201.9512	-3.921	105.8907	55.5663	12.7052	5.2386	-1.1636	4.09	2.3798	2.0441	2.9538	2.857	3.0106	3.1846	3.2045	1.4385	0.2452	1836.0653	1836.0653	-3.921	-1.1636	.	
null	1836.42	55.592	5.2506	95.0078	222.5727	-3.9095	108.268	55.592	12.6665	5.2506	-1.1557	4.0768	2.3727	2.079	2.9697	2.8151	2.9591	3.1031	3.1461	1.8633	0.2675	1836.217	1836.217	-3.9095	-1.1557	.	
null	1836.5724	55.6175	5.2627	96.7721	222.5727	-3.898	111.8478	55.6175	12.7679	5.2627	-1.1478	4.0635	2.3707	2.0221	2.8383	2.7562	2.9288	3.0842	3.2294	2.3681	0.2965	1836.3688	1836.3688	-3.898	-1.1478	.	
null	1836.7248	55.6429	5.2748	98.4272	192.0717	-3.8865	116.0088	55.6429	12.8408	5.2748	-1.1399	4.0502	2.3755	1.8904	2.5656	2.5343	2.7047	2.8371	3.0491	2.1875	0.3027	1836.5206	1836.5206	-3.8865	-1.1399	.	
null	1836.8772	55.6682	5.2869	99.8717	192.0717	-3.8749	117.3032	55.6682	12.7205	5.2869	-1.132	4.0369	2.3548	1.7735	2.19	2.1993	2.3518	2.4777	2.6993	1.9519	0.3065	1836.6723	1836.6723	-3.8749	-1.132	.	
null	1837.0296	55.6934	5.2989	100.1367	207.3817	-3.8633	120.068	55.6934	12.6379	5.2989	-1.1241	4.0235	2.3046	1.6937	1.8834	1.8982	2.0183	2.0921	2.266	1.5698	0.321	1836.8241	1836.8241	-3.8633	-1.1241	.	
null	1837.182	55.7185	5.311	101.5653	224.1804	-3.8516	115.7229	55.7185	12.6018	5.311	-1.1162	4.0101	2.2525	1.6219	1.7275	1.7677	1.8786	1.9487	2.1475	1.0273	0.3422	1836.9758	1836.9758	-3.8516	-1.1162	.	
null	1837.3344	55.7434	5.3231	100.6231	225.2798	-3.84	113.5005	55.7434	12.5983	5.3231	-1.1082	3.9967	2.2381	1.6043	1.6785	1.7264	1.8388	1.9181	2.1678	0.8063	0.3623	1837.1276	1837.1276	-3.84	-1.1082	.	
null	1837.4868	55.7683	5.3352	101.7272	225.2798	-3.8283	108.059	55.7683	12.5318	5.3352	-1.1002	3.9832	2.2437	1.6829	1.858	1.9113	2.029	2.0981	2.299	0.7813	0.3551	1837.2793	1837.2793	-3.8283	-1.1002	.	
null	1837.6392	55.793	5.3472	101.7587	231.976	-3.8165	109.6399	55.793	12.6071	5.3472	-1.0923	3.9698	2.2649	1.6865	1.9182	1.9693	2.0858	2.1551	2.3799	0.9043	0.3419	1837.431	1837.431	-3.8165	-1.0923	.	
null	1837.7916	55.8176	5.3593	101.6806	240.287	-3.8048	108.8737	55.8176	12.8681	5.3593	-1.0843	3.9562	2.2816	1.6947	1.972	2.0268	2.1509	2.2354	2.5258	1.0266	0.3228	1837.5828	1837.5828	-3.8048	-1.0843	.	
null	1837.944	55.8422	5.3714	104.289	240.287	-3.793	107.7266	55.8422	12.9806	5.3714	-1.0763	3.9427	2.2978	1.5965	1.8905	1.9684	2.1088	2.1894	2.5145	1.0939	0.3178	1837.7345	1837.7345	-3.793	-1.0763	.	
null	1838.0964	55.8666	5.3835	105.3675	242.7157	-3.7812	101.532	55.8666	12.7546	5.3835	-1.0682	3.9292	2.2905	1.6174	1.857	1.9391	2.0744	2.1501	2.4766	1.2806	0.3105	1837.8862	1837.8862	-3.7812	-1.0682	.	
null	1838.2488	55.8909	5.3956	111.1783	245.7848	-3.7693	97.7488	55.8909	12.5913	5.3956	-1.0602	3.9156	2.2614	1.6464	1.907	1.9999	2.1489	2.2202	2.5799	1.189	0.3036	1838.038	1838.038	-3.7693	-1.0602	.	
null	1838.4012	55.915	5.4077	96.2439	256.3603	-3.7574	93.1972	55.915	12.6323	5.4077	-1.0522	3.902	2.2473	1.6602	1.9509	2.1041	2.2842	2.3766	2.874	0.5874	0.2779	1838.1897	1838.1897	-3.7574	-1.0522	.	
null	1838.5536	55.9391	5.4197	93.6636	278.7693	-3.7455	89.8376	55.9391	12.6222	5.4197	-1.0441	3.8883	2.2661	1.5963	1.8659	2.0307	2.2285	2.3679	2.906	0.507	0.2591	1838.3414	1838.3414	-3.7455	-1.0441	.	
null	1838.706	55.9631	5.4318	93.6636	271.2969	-3.7336	84.8678	55.9631	12.654	5.4318	-1.0361	3.8747	2.3056	1.6343	1.9225	2.0618	2.2618	2.3908	2.8973	0.5472	0.2653	1838.4931	1838.4931	-3.7336	-1.0361	.	
null	1838.8584	55.987	5.4439	96.6539	265.1291	-3.7216	82.5718	55.987	12.7302	5.4439	-1.028	3.861	2.3259	1.6779	1.9707	2.0761	2.2704	2.3965	2.8566	1.197	0.2635	1838.6448	1838.6448	-3.7216	-1.028	.	
null	1839.0108	56.0107	5.456	104.2441	265.4056	-3.7096	82.8614	56.0107	12.9208	5.456	-1.0199	3.8473	2.3196	1.7342	2.1138	2.2023	2.3929	2.5366	2.9767	1.3582	0.2533	1838.7965	1838.7965	-3.7096	-1.0199	.	
null	1839.1632	56.0344	5.4681	96.5072	263.904	-3.6976	85.9466	56.0344	13.0977	5.4681	-1.0118	3.8335	2.3197	1.6967	2.1218	2.1736	2.3519	2.4817	2.8493	1.3772	0.2302	1838.9483	1838.9483	-3.6976	-1.0118	.	
null	1839.3156	56.0579	5.4802	96.5072	264.16	-3.6855	86.7458	56.0579	13.1475	5.4802	-1.0036	3.8197	2.3338	1.7277	2.1397	2.1514	2.3242	2.464	2.8027	1.463	0.2266	1839.1	1839.1	-3.6855	-1.0036	.	
null	1839.468	56.0814	5.4923	93.8405	247.0889	-3.6734	86.3174	56.0814	13.0347	5.4923	-0.9955	3.8059	2.3626	1.6821	2.1845	2.298	2.4913	2.6365	3.1125	1.7129	0.2311	1839.2517	1839.2517	-3.6734	-0.9955	.	
